Time,Acel. X,Acel. Y,Acel. Z,Rot. X,Rot. Y,Rot. Z
186108,0.80,-0.70,-10.26,0.06,-0.05,-0.00
186142,0.80,-0.72,-10.28,0.06,-0.05,-0.00
186177,0.81,-0.72,-10.21,0.06,-0.05,-0.00
186212,0.80,-0.69,-10.26,0.06,-0.05,-0.00
186247,0.79,-0.70,-10.26,0.06,-0.05,-0.01
186281,0.79,-0.71,-10.25,0.06,-0.05,-0.00
186316,0.79,-0.72,-10.24,0.06,-0.05,-0.00
186351,0.79,-0.69,-10.24,0.06,-0.05,-0.00
186385,0.80,-0.71,-10.25,0.06,-0.05,-0.00
186426,0.81,-0.72,-10.25,0.06,-0.05,-0.00
186460,0.81,-0.70,-10.24,0.06,-0.05,-0.00
186495,0.79,-0.70,-10.24,0.06,-0.05,-0.01
186530,0.80,-0.71,-10.26,0.06,-0.05,-0.00
186564,0.80,-0.70,-10.23,0.06,-0.05,-0.00
186599,0.81,-0.70,-10.26,0.06,-0.05,-0.00
186634,0.80,-0.70,-10.25,0.06,-0.05,-0.00
186669,0.81,-0.71,-10.26,0.06,-0.05,-0.01
186703,0.80,-0.69,-10.24,0.06,-0.05,-0.00
186751,0.81,-0.69,-10.27,0.06,-0.05,-0.00
186786,0.80,-0.70,-10.24,0.06,-0.05,-0.00
186821,0.81,-0.72,-10.24,0.06,-0.05,-0.00
186861,0.82,-0.71,-10.23,0.06,-0.05,-0.00
186896,0.80,-0.72,-10.25,0.06,-0.05,-0.01
186930,0.82,-0.71,-10.24,0.06,-0.05,-0.00
186965,0.80,-0.69,-10.27,0.06,-0.05,-0.00
187000,0.79,-0.70,-10.24,0.06,-0.05,-0.00
187034,0.80,-0.69,-10.21,0.06,-0.05,-0.00
187069,0.81,-0.71,-10.22,0.06,-0.05,-0.00
187104,0.79,-0.70,-10.26,0.06,-0.05,-0.00
187139,0.77,-0.70,-10.23,0.06,-0.05,-0.00
187173,0.82,-0.71,-10.25,0.06,-0.05,-0.00
187208,0.81,-0.69,-10.25,0.06,-0.05,-0.00
187243,0.80,-0.69,-10.24,0.06,-0.05,-0.00
187283,0.79,-0.69,-10.23,0.06,-0.05,-0.00
187332,0.78,-0.70,-10.23,0.06,-0.05,-0.00
187367,0.79,-0.72,-10.24,0.06,-0.05,-0.00
187402,0.80,-0.70,-10.24,0.06,-0.05,-0.00
187436,0.78,-0.71,-10.26,0.06,-0.05,-0.00
187471,0.80,-0.72,-10.26,0.06,-0.05,-0.00
187506,0.80,-0.69,-10.25,0.06,-0.05,-0.00
187540,0.79,-0.71,-10.28,0.06,-0.05,-0.00
187575,0.79,-0.72,-10.26,0.06,-0.05,-0.00
187610,0.80,-0.69,-10.27,0.06,-0.05,-0.00
187645,0.79,-0.72,-10.24,0.06,-0.05,-0.00
187679,0.82,-0.70,-10.25,0.06,-0.05,-0.00
187740,0.78,-0.72,-10.24,0.06,-0.05,-0.00
